"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","8","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","76","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","117","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","76","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","13","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","33","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","19","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","13","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","47","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","19","1","1","54.796917","0","124"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","19","1","1","53.142170","0","85"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","40","5","1","64.964073","0","210"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","45","1","1","224.210510","0","1045"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","31","1","1","71.456970","0","526"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","31","1","1","66.644699","0","526"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","8","1","1","15.408937","0","43"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","31","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","64","1","1","129.212357","0","1955"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","31","1","1","69.033035","0","506"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","31","1","1","67.363235","0","515"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","31","1","1","60.816898","0","491"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","64","1","1","127.705605","0","1356"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","108","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","38","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","10","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","99","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","17","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","17","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","37","1","1","45.024891","0","589"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","31","1","1","67.263451","0","331"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","45","6","1","200.247253","0","488"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","31","1","1","65.542877","0","184"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","31","1","1","36.428696","0","245"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","77","1","1","121.250175","0","863"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","31","1","1","66.893410","0","346"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","31","1","1","67.941895","0","244"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","31","1","1","67.301903","0","245"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","31","1","1","66.992287","0","254"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","31","1","1","67.776421","0","263"
